,drug_name,list_of_conditions,Inn_Name,Brand_Names,Type_Of_Action
330,scopolamine,analgesic,,PHENOHYTRO*BYSIMIN,Antagonist
330,scopolamine,anesthetic,,TRANSDERM SCOP,Antagonist
330,scopolamine,analgesic,,TRANSDERM SCOP,Antagonist
330,scopolamine,anesthetic,,DONNATAL*PAMINE,Antagonist
330,scopolamine,analgesic,,DONNATAL*PAMINE,Antagonist
331,dantrolene,multiple sclerosis,Dantrolene,Ryanodex,Antagonist
331,dantrolene,stroke,Dantrolene,Ryanodex,Antagonist
331,dantrolene,multiple sclerosis,Dantrolene,Dantrium,Antagonist
331,dantrolene,stroke,Dantrolene,Dantrium,Antagonist
331,dantrolene,multiple sclerosis,Dantrolene,Revonto,Antagonist
331,dantrolene,stroke,Dantrolene,Revonto,Antagonist
332,dantrolene,multiple sclerosis,Dantrolene,Ryanodex,Modulator
332,dantrolene,stroke,Dantrolene,Ryanodex,Modulator
332,dantrolene,multiple sclerosis,Dantrolene,Dantrium,Modulator
332,dantrolene,stroke,Dantrolene,Dantrium,Modulator
332,dantrolene,multiple sclerosis,Dantrolene,Revonto,Modulator
332,dantrolene,stroke,Dantrolene,Revonto,Modulator
333,amantadine,parkinson's disease,Amantadine,Osmolex,Inhibitor
333,amantadine,parkinson's disease,Amantadine,Gocovri,Inhibitor
334,botulinum toxin type b,migraine,Botulinum toxin type B,MYOBLOC,Binder
334,botulinum toxin type b,migraine,Botulinum toxin type B,NEUROBLOC,Binder
335,deutetrabenazine,huntington's disease,Deutetrabenazine,Austedo,Modulator
335,deutetrabenazine,tardive dyskinesia,Deutetrabenazine,Austedo,Modulator
336,eculizumab,neuromyelitis optica spectrum disorder,Eculizumab,SOLIRIS,Inhibitor
337,etelcalcetide,thyroid disorders,Etelcalcetide,PARSABIV,Agonist
338,metixene,parkinson's disease,Metixene,METIXENE,Antagonist
339,propofol,anesthetic,Propofol,DIPRIVAN,Inhibitor
340,daratumumab,cancer,Daratumumab,Darzalex,
340,daratumumab,cancer,Daratumumab,Darzalex Faspro,
341,lenalidomide,cancer,Lenalidomide,Revlimid,Inhibitor
342,arbaclofen,multiple sclerosis,Arbaclofen,,Agonist
342,arbaclofen,autism spectrum disorder,Arbaclofen,,Agonist
345,ibudilast,multiple sclerosis,Ibudilast,,Inhibitor
347,natalizumab,multiple sclerosis,Natalizumab,Tysabri,Inhibitor
348,natalizumab,multiple sclerosis,Natalizumab,Tysabri,Agonist
350,siponimod,multiple sclerosis,Siponimod,Mayzent,Modulator
352,alemtuzumab,multiple sclerosis,Alemtuzumab,Lemtrada,
352,alemtuzumab,multiple sclerosis,Alemtuzumab,MabCampath,
352,alemtuzumab,multiple sclerosis,Alemtuzumab,Campath,
353,baclofen,multiple sclerosis,Baclofen,Kemstro,Agonist
353,baclofen,multiple sclerosis,Baclofen,Lyvispah,Agonist
353,baclofen,multiple sclerosis,Baclofen,Ozobax,Agonist
353,baclofen,multiple sclerosis,Baclofen,Fleqsuvy,Agonist
353,baclofen,multiple sclerosis,Baclofen,Gablofen,Agonist
353,baclofen,multiple sclerosis,Baclofen,Lioresal,Agonist
355,baclofen,multiple sclerosis,Baclofen,Kemstro,Modulator
355,baclofen,multiple sclerosis,Baclofen,Lyvispah,Modulator
355,baclofen,multiple sclerosis,Baclofen,Ozobax,Modulator
355,baclofen,multiple sclerosis,Baclofen,Fleqsuvy,Modulator
355,baclofen,multiple sclerosis,Baclofen,Gablofen,Modulator
355,baclofen,multiple sclerosis,Baclofen,Lioresal,Modulator
356,cladribine,multiple sclerosis,Cladribine,LITAK,Inhibitor
356,cladribine,multiple sclerosis,Cladribine,MAVENCLAD,Inhibitor
357,corticotropin,multiple sclerosis,Corticotropin,Acthar,Modulator
357,corticotropin,multiple sclerosis,Corticotropin,Cortrophin,Modulator
358,daclizumab,multiple sclerosis,Daclizumab,ZINBRYTA,Modulator
359,dalfampridine,multiple sclerosis,Dalfampridine,AMPYRA,Antagonist
359,dalfampridine,multiple sclerosis,Dalfampridine,FAMPYRA,Antagonist
360,dalfampridine,multiple sclerosis,Dalfampridine,AMPYRA,Modulator
360,dalfampridine,multiple sclerosis,Dalfampridine,FAMPYRA,Modulator
361,dimethyl fumarate,multiple sclerosis,Dimethyl fumarate,TECFIDERA,Inhibitor
362,glatiramer,multiple sclerosis,Glatiramer,COPAXONE,Binder
362,glatiramer,multiple sclerosis,Glatiramer,GLATOPA,Binder
362,glatiramer,multiple sclerosis,Glatiramer,GLATECT,Binder
363,interferon beta-1a,multiple sclerosis,Interferon beta-1a,Avonex,Modulator
363,interferon beta-1a,multiple sclerosis,Interferon beta-1a,Rebif,Modulator
364,interferon beta-1b,multiple sclerosis,Interferon beta-1b,Betaseron,Binder
364,interferon beta-1b,multiple sclerosis,Interferon beta-1b,Extavia,Binder
364,interferon beta-1b,multiple sclerosis,Interferon beta-1b,Betaferon,Binder
365,mitoxantrone,multiple sclerosis,Mitoxantrone,MITOXANTRONE HYDROCHLORIDE,Inhibitor
365,mitoxantrone,cancer,Mitoxantrone,MITOXANTRONE HYDROCHLORIDE,Inhibitor
366,mitoxantrone,multiple sclerosis,Mitoxantrone,MITOXANTRONE HYDROCHLORIDE,Activator
366,mitoxantrone,cancer,Mitoxantrone,MITOXANTRONE HYDROCHLORIDE,Activator
367,ocrelizumab,multiple sclerosis,Ocrelizumab,OCREVUS,
368,ozanimod,multiple sclerosis,Ozanimod,ZEPOSIA STARTER KIT,Agonist
368,ozanimod,multiple sclerosis,Ozanimod,ZEPOSIA,Agonist
368,ozanimod,multiple sclerosis,Ozanimod,ZEPOSIA 7-DAY STARTER PACK,Agonist
369,peginterferon beta-1a,multiple sclerosis,Peginterferon Beta-1A,Biib017,Modulator
369,peginterferon beta-1a,multiple sclerosis,Peginterferon Beta-1A,Plegridy,Modulator
370,ponesimod,multiple sclerosis,Ponesimod,PONVORY,Agonist
371,teriflunomide,multiple sclerosis,Teriflunomide,AUBAGIO,Inhibitor
373,teriflunomide,multiple sclerosis,Teriflunomide,AUBAGIO,Modulator
377,modafinil,narcolepsy,Modafinil,Modafinil,Modulator
381,filgrastim,cancer,Filgrastim,Releuko,Modulator
381,filgrastim,cancer,Filgrastim,Zarxio,Modulator
381,filgrastim,cancer,Filgrastim,Accofil,Modulator
381,filgrastim,cancer,Filgrastim,Grastofil,Modulator
381,filgrastim,cancer,Filgrastim,Granix,Modulator
381,filgrastim,cancer,Filgrastim,Nivestym,Modulator
381,filgrastim,cancer,Filgrastim,Ratiograstim,Modulator
381,filgrastim,cancer,Filgrastim,Neupogen,Modulator
381,filgrastim,cancer,Filgrastim,Nivestim,Modulator
387,sibutramine,schizophrenia,Sibutramine,Reductil,Modulator
387,sibutramine,bipolar disorder,Sibutramine,Reductil,Modulator
389,naloxone,depression,Naloxone,Nalone,Antagonist
390,sirolimus,multiple sclerosis,Sirolimus,Rapamune,Inhibitor
390,sirolimus,multiple sclerosis,Sirolimus,Sirolimus,Inhibitor
393,denosumab,menopausal conditions,Denosumab,Prolia,
393,denosumab,cancer,Denosumab,Prolia,
393,denosumab,menopausal conditions,Denosumab,Xgeva,
393,denosumab,cancer,Denosumab,Xgeva,
394,raloxifene,depression,Raloxifene,Ostiral,Modulator
394,raloxifene,schizophrenia,Raloxifene,Ostiral,Modulator
394,raloxifene,depression,Raloxifene,Evirex,Modulator
394,raloxifene,schizophrenia,Raloxifene,Evirex,Modulator
394,raloxifene,depression,Raloxifene,Raloxifene hydrochloride,Modulator
394,raloxifene,schizophrenia,Raloxifene,Raloxifene hydrochloride,Modulator
394,raloxifene,depression,Raloxifene,Evista,Modulator
394,raloxifene,schizophrenia,Raloxifene,Evista,Modulator
394,raloxifene,depression,Raloxifene,Razylan,Modulator
394,raloxifene,schizophrenia,Raloxifene,Razylan,Modulator
394,raloxifene,depression,Raloxifene,Optruma,Modulator
394,raloxifene,schizophrenia,Raloxifene,Optruma,Modulator
397,inebilizumab,neuromyelitis optica spectrum disorder,Inebilizumab,Uplizna 3 Vial Kit,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,VANATOL S,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,ACEPHEN,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,DARVOCET-N,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,GOODY'S BODY PAIN,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,ESGIC,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,TYLENOL WITH CODEINE,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,XOLOX,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,ZEBUTAL,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,ORBIVAN,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,DOLOGEN,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,FIORICET,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,CETAFEN,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,EXCEDRIN,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,TRIATEC-30,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,PHARBETOL,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,LITTLE FEVERS,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,TACTINAL,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,GOODY'S PM,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,VANATOL,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,PERCOGESIC REFORMULATED JAN 2011,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,DOLOGESIC REFORMULATED JUN 2016,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,PAMPRIN MAX FORMULA,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,ZYDONE,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,DOLOFIN,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,APADAZ,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,SUDAFED PE SINUS HEADACHE,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,EXAPRIN,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,PREMSYN PMS,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,PEDIACARE CHILDREN'S FEVER REDUCER PAIN RELIEVER,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,CORICIDIN HBP COLD & FLU,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,XODOL,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,LEGATRIN PM,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,LORTAB,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,GOODY'S BACK & BODY PAIN RELIEF,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,DURALGINA,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,ZAMICET,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,FEVERALL,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,PAMPRIN MULTI-SYMPTOM,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,EXCEDRIN PM TRIPLE ACTION,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,VANQUISH,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,TYLENOL PM,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,HYCET,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,DAYQUIL SINEX,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,BUPAP,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,ARTHRITEN INFLAMMATORY PAIN,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,ROBAXACET-8,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,TYLENOL,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,DVORAH,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,ACETADRYL,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,ZFLEX,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,NORCO,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,TREZIX,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,MIDOL CRAMPS & BODYACHES,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,TENCON,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,MAPAP,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,ROBAXACET,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,ROXICET,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,FIORICET WITH CODEINE,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,MERSYNDOL,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,ALLZITAL,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,BUTAPAP,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,TRIATEC,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,NALOCET,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,VTOL,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,LORCET,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,PERCOCET,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,MIDOL COMPLETE,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,ULTRACET,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,ENDOCET,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,RIVACOCET,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,DIPHEN,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,PROLATE,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,CHILDREN'S SILAPAP,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,GOODY'S HEADACHE RELIEF SHOT,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,EXCEDRIN TENSION HEADACHE,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,TRIATEC-8,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,GOODY'S EXTRA STRENGTH,Inhibitor
402,acetaminophen,analgesic,Acetaminophen,PANADOL,Inhibitor
405,aspirin,migraine,Acetylsalicylic acid,DUOPLAVIN*BC ORIGINAL FORMULA*ST. JOSEPH ASPIRIN*ECPIRIN*VANQUISH*ALKA-SELTZER FRUIT CHEWS*ENDODAN REFORMULATED MAY 2009*EXAPRIN*FIORINAL WITH CODEINE*ASPIR-LOW*FIORINAL*GOODY'S BODY PAIN,Inhibitor
405,aspirin,migraine,Acetylsalicylic acid,AGGRENOX*ARTHRITEN INFLAMMATORY PAIN*ANACIN*BUFFERIN*TRIANAL*BC ARTHRITIS*TRIANAL C*EXCEDRIN*ALKA-SELTZER*ORPHENGESIC*DURLAZA*BAYER WOMENS*ROBAXISAL*ASPI-COR*ECOTRIN*EQUAGESIC*ASCOMP*NORGESIC FORTE*GOODY'S PM*MINIPRIN*FASPRIN*GOODY'S EXTRA STRENGTH*PAMPRIN MAX FORMULA*VAZALORE*STANBACK HEADACHE POWDER REFORMULATED JAN 2011*YOSPRALA*EXCEDRIN PM TRIPLE ACTION*BAYER ASPIRIN,Inhibitor
409,epinephrine,anesthetic,Epinephrine,Sensorcaine,Antagonist
409,epinephrine,anesthetic,Epinephrine,Articadent,Antagonist
409,epinephrine,anesthetic,Epinephrine,Citanest Forte,Antagonist
409,epinephrine,anesthetic,Epinephrine,Citanest,Antagonist
409,epinephrine,anesthetic,Epinephrine,Sensorcaine With Epinephrine,Antagonist
409,epinephrine,anesthetic,Epinephrine,Scandonest,Antagonist
409,epinephrine,anesthetic,Epinephrine,Octocaine With Epinephrine,Antagonist
409,epinephrine,anesthetic,Epinephrine,Xylocaine With Epinephrine,Antagonist
409,epinephrine,anesthetic,Epinephrine,Marcaine With Epinephrine,Antagonist
409,epinephrine,anesthetic,Epinephrine,Adrenalin,Antagonist
409,epinephrine,anesthetic,Epinephrine,Lignospan,Antagonist
409,epinephrine,anesthetic,Epinephrine,Octocaine,Antagonist
409,epinephrine,anesthetic,Epinephrine,Anapen,Antagonist
409,epinephrine,anesthetic,Epinephrine,Xylocaine,Antagonist
409,epinephrine,anesthetic,Epinephrine,Marcaine,Antagonist
409,epinephrine,anesthetic,Epinephrine,Auvi-Q,Antagonist
409,epinephrine,anesthetic,Epinephrine,Allerject,Antagonist
409,epinephrine,anesthetic,Epinephrine,Ultracaine,Antagonist
409,epinephrine,anesthetic,Epinephrine,Emerade,Antagonist
409,epinephrine,anesthetic,Epinephrine,Astracaine,Antagonist
409,epinephrine,anesthetic,Epinephrine,Septanest,Antagonist
409,epinephrine,anesthetic,Epinephrine,Zorcaine,Antagonist
409,epinephrine,anesthetic,Epinephrine,Orabloc,Antagonist
409,epinephrine,anesthetic,Epinephrine,Ultacan,Antagonist
409,epinephrine,anesthetic,Epinephrine,Epipen,Antagonist
409,epinephrine,anesthetic,Epinephrine,Vivacaine,Antagonist
409,epinephrine,anesthetic,Epinephrine,Septocaine,Antagonist
409,epinephrine,anesthetic,Epinephrine,Symjepi,Antagonist
410,gabapentin,seizures,Gabapentin,GRALISE,Antagonist
410,gabapentin,diabetes,Gabapentin,GRALISE,Antagonist
410,gabapentin,seizures,Gabapentin,NEURONTIN,Antagonist
410,gabapentin,diabetes,Gabapentin,NEURONTIN,Antagonist
411,ibuprofen,analgesic,Ibuprofen,Ibutab,Modulator
411,ibuprofen,analgesic,Ibuprofen,Advil Congestion Relief,Modulator
411,ibuprofen,analgesic,Ibuprofen,Ibu,Modulator
411,ibuprofen,analgesic,Ibuprofen,Junior Strength Motrin,Modulator
411,ibuprofen,analgesic,Ibuprofen,Advil,Modulator
411,ibuprofen,analgesic,Ibuprofen,Nuprin,Modulator
411,ibuprofen,analgesic,Ibuprofen,Cedaprin,Modulator
411,ibuprofen,analgesic,Ibuprofen,Neoprofen,Modulator
411,ibuprofen,analgesic,Ibuprofen,Advil Sinus Congestion and Pain,Modulator
411,ibuprofen,analgesic,Ibuprofen,Wal-profen Congestion Relief and Pain,Modulator
411,ibuprofen,analgesic,Ibuprofen,Vicoprofen,Modulator
411,ibuprofen,analgesic,Ibuprofen,Reprexain,Modulator
411,ibuprofen,analgesic,Ibuprofen,Pedea,Modulator
411,ibuprofen,analgesic,Ibuprofen,Diphen,Modulator
411,ibuprofen,analgesic,Ibuprofen,Sudafed PE Head Congestion Plus Pain,Modulator
411,ibuprofen,analgesic,Ibuprofen,Caldolor,Modulator
411,ibuprofen,analgesic,Ibuprofen,Duexis,Modulator
411,ibuprofen,analgesic,Ibuprofen,Proprinal,Modulator
411,ibuprofen,analgesic,Ibuprofen,Motrin,Modulator
411,ibuprofen,analgesic,Ibuprofen,Motrin PM,Modulator
411,ibuprofen,analgesic,Ibuprofen,Advil Cold and Sinus,Modulator
411,ibuprofen,analgesic,Ibuprofen,Advil PM,Modulator
411,ibuprofen,analgesic,Ibuprofen,Children's Ibuprofen,Modulator
411,ibuprofen,analgesic,Ibuprofen,Alivio,Modulator
411,ibuprofen,analgesic,Ibuprofen,Addaprin,Modulator
412,ketamine,anesthetic,Ketamine,KETAMINE HYDROCHLORIDE,Antagonist
412,ketamine,anesthetic,Ketamine,KETALAR,Antagonist
416,oxycodone,analgesic,Oxycodone,XOLOX,Agonist
416,oxycodone,analgesic,Oxycodone,ROXICET,Agonist
416,oxycodone,analgesic,Oxycodone,OXYNEO,Agonist
416,oxycodone,analgesic,Oxycodone,ROXICODONE,Agonist
416,oxycodone,analgesic,Oxycodone,OXAYDO,Agonist
416,oxycodone,analgesic,Oxycodone,TARGIN,Agonist
416,oxycodone,analgesic,Oxycodone,ENDODAN REFORMULATED MAY 2009,Agonist
416,oxycodone,analgesic,Oxycodone,ENDOCET,Agonist
416,oxycodone,analgesic,Oxycodone,TARGINIQ,Agonist
416,oxycodone,analgesic,Oxycodone,PERCOCET,Agonist
416,oxycodone,analgesic,Oxycodone,PROLATE,Agonist
416,oxycodone,analgesic,Oxycodone,OXY.IR,Agonist
416,oxycodone,analgesic,Oxycodone,OXYCONTIN,Agonist
416,oxycodone,analgesic,Oxycodone,XTAMPZA,Agonist
416,oxycodone,analgesic,Oxycodone,ROXYBOND,Agonist
416,oxycodone,analgesic,Oxycodone,RIVACOCET,Agonist
416,oxycodone,analgesic,Oxycodone,NALOCET,Agonist
417,oxycodone,analgesic,Oxycodone,XOLOX,Modulator
417,oxycodone,analgesic,Oxycodone,ROXICET,Modulator
417,oxycodone,analgesic,Oxycodone,OXYNEO,Modulator
417,oxycodone,analgesic,Oxycodone,ROXICODONE,Modulator
417,oxycodone,analgesic,Oxycodone,OXAYDO,Modulator
417,oxycodone,analgesic,Oxycodone,TARGIN,Modulator
417,oxycodone,analgesic,Oxycodone,ENDODAN REFORMULATED MAY 2009,Modulator
417,oxycodone,analgesic,Oxycodone,ENDOCET,Modulator
417,oxycodone,analgesic,Oxycodone,TARGINIQ,Modulator
417,oxycodone,analgesic,Oxycodone,PERCOCET,Modulator
417,oxycodone,analgesic,Oxycodone,PROLATE,Modulator
417,oxycodone,analgesic,Oxycodone,OXY.IR,Modulator
417,oxycodone,analgesic,Oxycodone,OXYCONTIN,Modulator
417,oxycodone,analgesic,Oxycodone,XTAMPZA,Modulator
417,oxycodone,analgesic,Oxycodone,ROXYBOND,Modulator
417,oxycodone,analgesic,Oxycodone,RIVACOCET,Modulator
417,oxycodone,analgesic,Oxycodone,NALOCET,Modulator
421,pergolide,parkinson's disease,Pergolide,,Modulator
424,rasagiline,parkinson's disease,Rasagiline,,Inhibitor
425,tolcapone,parkinson's disease,Tolcapone,Tasmar,Inhibitor
425,tolcapone,parkinson's disease,Tolcapone,Tolcapone,Inhibitor
426,apomorphine,parkinson's disease,Apomorphine,Apokyn,Agonist
426,apomorphine,parkinson's disease,Apomorphine,Movapo,Agonist
426,apomorphine,parkinson's disease,Apomorphine,Kynmobi,Agonist
428,benserazide,parkinson's disease,Benserazide,Prolopa,Inhibitor
429,benztropine,parkinson's disease,Benzatropine,Cogentin,Antagonist
430,biperiden,parkinson's disease,Biperiden,AKINETON,Antagonist
431,bromocriptine,parkinson's disease,Bromocriptine,Cycloset,Agonist
431,bromocriptine,acromegaly,Bromocriptine,Cycloset,Agonist
431,bromocriptine,parkinson's disease,Bromocriptine,Parlodel,Agonist
431,bromocriptine,acromegaly,Bromocriptine,Parlodel,Agonist
432,cabergoline,parkinson's disease,Cabergoline,Dostinex,Agonist
433,carbidopa,parkinson's disease,Carbidopa,Stalevo,Inhibitor
433,carbidopa,parkinson's disease,Carbidopa,Duodopa,Inhibitor
433,carbidopa,parkinson's disease,Carbidopa,Rytary,Inhibitor
433,carbidopa,parkinson's disease,Carbidopa,Sinemet,Inhibitor
433,carbidopa,parkinson's disease,Carbidopa,Parcopa,Inhibitor
433,carbidopa,parkinson's disease,Carbidopa,Dhivy,Inhibitor
433,carbidopa,parkinson's disease,Carbidopa,Lodosyn,Inhibitor
433,carbidopa,parkinson's disease,Carbidopa,Duopa,Inhibitor
434,diphenhydramine,parkinson's disease,Diphenhydramine,Aleve PM,Inhibitor
434,diphenhydramine,parkinson's disease,Diphenhydramine,Calagel,Inhibitor
434,diphenhydramine,parkinson's disease,Diphenhydramine,Sominex,Inhibitor
434,diphenhydramine,parkinson's disease,Diphenhydramine,Tylenol PM,Inhibitor
434,diphenhydramine,parkinson's disease,Diphenhydramine,Goody's PM,Inhibitor
434,diphenhydramine,parkinson's disease,Diphenhydramine,Excedrin PM Triple Action,Inhibitor
434,diphenhydramine,parkinson's disease,Diphenhydramine,Nytol,Inhibitor
434,diphenhydramine,parkinson's disease,Diphenhydramine,Diphenhist,Inhibitor
434,diphenhydramine,parkinson's disease,Diphenhydramine,Unisom Sleep,Inhibitor
434,diphenhydramine,parkinson's disease,Diphenhydramine,Acetadryl,Inhibitor
434,diphenhydramine,parkinson's disease,Diphenhydramine,Benadryl-D Allergy and Sinus,Inhibitor
434,diphenhydramine,parkinson's disease,Diphenhydramine,Simply Sleep,Inhibitor
434,diphenhydramine,parkinson's disease,Diphenhydramine,Unisom,Inhibitor
434,diphenhydramine,parkinson's disease,Diphenhydramine,Allegra Cooling Relief Anti-itch,Inhibitor
434,diphenhydramine,parkinson's disease,Diphenhydramine,Percogesic Reformulated Jan 2011,Inhibitor
434,diphenhydramine,parkinson's disease,Diphenhydramine,Siladryl,Inhibitor
434,diphenhydramine,parkinson's disease,Diphenhydramine,Triaminic Night Time Cold & Cough,Inhibitor
434,diphenhydramine,parkinson's disease,Diphenhydramine,Wal-som (doxylamine),Inhibitor
434,diphenhydramine,parkinson's disease,Diphenhydramine,Diphenist,Inhibitor
434,diphenhydramine,parkinson's disease,Diphenhydramine,Diphen,Inhibitor
434,diphenhydramine,parkinson's disease,Diphenhydramine,Banophen,Inhibitor
434,diphenhydramine,parkinson's disease,Diphenhydramine,Dimetapp Nighttime Cold & Congestion,Inhibitor
434,diphenhydramine,parkinson's disease,Diphenhydramine,Sleepinal,Inhibitor
434,diphenhydramine,parkinson's disease,Diphenhydramine,Motrin PM,Inhibitor
434,diphenhydramine,parkinson's disease,Diphenhydramine,Vanamine,Inhibitor
434,diphenhydramine,parkinson's disease,Diphenhydramine,Wal-dryl,Inhibitor
434,diphenhydramine,parkinson's disease,Diphenhydramine,Damylin With Codeine,Inhibitor
434,diphenhydramine,parkinson's disease,Diphenhydramine,Nytol Quickgels,Inhibitor
434,diphenhydramine,parkinson's disease,Diphenhydramine,Benadryl,Inhibitor
434,diphenhydramine,parkinson's disease,Diphenhydramine,Legatrin PM,Inhibitor
434,diphenhydramine,parkinson's disease,Diphenhydramine,Zzzquil,Inhibitor
434,diphenhydramine,parkinson's disease,Diphenhydramine,Advil PM,Inhibitor
434,diphenhydramine,parkinson's disease,Diphenhydramine,Benadryl Itch Stopping,Inhibitor
435,diphenhydramine,parkinson's disease,Diphenhydramine,Aleve PM,Antagonist
435,diphenhydramine,parkinson's disease,Diphenhydramine,Calagel,Antagonist
435,diphenhydramine,parkinson's disease,Diphenhydramine,Sominex,Antagonist
435,diphenhydramine,parkinson's disease,Diphenhydramine,Tylenol PM,Antagonist
435,diphenhydramine,parkinson's disease,Diphenhydramine,Goody's PM,Antagonist
435,diphenhydramine,parkinson's disease,Diphenhydramine,Excedrin PM Triple Action,Antagonist
435,diphenhydramine,parkinson's disease,Diphenhydramine,Nytol,Antagonist
435,diphenhydramine,parkinson's disease,Diphenhydramine,Diphenhist,Antagonist
435,diphenhydramine,parkinson's disease,Diphenhydramine,Unisom Sleep,Antagonist
435,diphenhydramine,parkinson's disease,Diphenhydramine,Acetadryl,Antagonist
435,diphenhydramine,parkinson's disease,Diphenhydramine,Benadryl-D Allergy and Sinus,Antagonist
435,diphenhydramine,parkinson's disease,Diphenhydramine,Simply Sleep,Antagonist
435,diphenhydramine,parkinson's disease,Diphenhydramine,Unisom,Antagonist
435,diphenhydramine,parkinson's disease,Diphenhydramine,Allegra Cooling Relief Anti-itch,Antagonist
435,diphenhydramine,parkinson's disease,Diphenhydramine,Percogesic Reformulated Jan 2011,Antagonist
435,diphenhydramine,parkinson's disease,Diphenhydramine,Siladryl,Antagonist
435,diphenhydramine,parkinson's disease,Diphenhydramine,Triaminic Night Time Cold & Cough,Antagonist
435,diphenhydramine,parkinson's disease,Diphenhydramine,Wal-som (doxylamine),Antagonist
435,diphenhydramine,parkinson's disease,Diphenhydramine,Diphenist,Antagonist
435,diphenhydramine,parkinson's disease,Diphenhydramine,Diphen,Antagonist
435,diphenhydramine,parkinson's disease,Diphenhydramine,Banophen,Antagonist
435,diphenhydramine,parkinson's disease,Diphenhydramine,Dimetapp Nighttime Cold & Congestion,Antagonist
435,diphenhydramine,parkinson's disease,Diphenhydramine,Sleepinal,Antagonist
